hotel_id,hotel_name,accomodation,star_rating,public_rating,review_count,review_rating,room_count,room_type,room_area,room_facilities,hotel_facilities,additional_info,hotel_description,point_of_interest,latitude,longitude,address,area,city,state,price,hotel_image
25,Bella Marina Villa,Hotel,0,100,1,4,11,Deluxe Room,,Room Service |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|TV|Mirror|Daily Room Cleaning|Dustbins,Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Gardens|Picnic Area|Open Air Restaurant / Dining | Bike on Rent|Vegetarian Food / Jain Food Available|Taxi Services|Campfire / Bon Fire|Internet Access Free|Outdoor Parking - Secured|Restaurant|Room Service,Room Service|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Hadimba Temple|Himalayan Nyingmapa Gompa|Vashist Hot Water Springs and Temples|Tibetan Monasteries|Van Vihar|Village Prini|Manu Temple|Lady Willingdon Hospital|Chandrakhani Pass|Manali Bus Stand|Civil Hospital|Manali 1st Super Market|Club House,32.21280111,77.19837426,"Shuru, PO Prini, Manali",Village Prini,Manali,Himachal Pradesh,4160,18
26,ATOM Guest House,Guest House,0,0,0,0,5,Standard Room,,Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room,Doctor on Call|Parking Facilities Available|Power Backup|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Others|Amity International School,28.4667564,77.0930199,"plot no 56, ghata village, gurgaon",Others,Gurgaon,Haryana,2656,4
27,Bendmeer Group of House Boat and Resorts,Houseboat,0,0,0,0,4,Super Deluxe,15 X 18 Sq.ft.,"Basic Bathroom Amenities|Ceiling Fan|Hairdryer (on request)|Refrigerator|Mineral Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Slippers|Premium Amenities / Toiletries|Handheld Showers|Coffee Table|Wardrobe|International Switch Plugs (on request)|TV|Room Heater|Mirror|Luggage Rack|Bathtub|Closet|Bedside Table|Clothes Hook in Bathroom|Daily Room Cleaning|Room with Window/Ventilation|Sanitary Bin|Sufficient Lighting|Western Toilet Seat",Currency Exchange|Doctor on Call|Laundry Service Available|Front Desk|Local Tour / Travel Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Dance Performances (on demand)|Suitable For Children|Separate Sitting Area|Smoking Area |Extra Person / Child - Share the same room|Internet Access Free|Family Room|Air / Rail Booking|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Room Service|Paid Transfers|Security at All Hotel Entrances|Suites,Room Service|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 11:00 PM.  Confirmation is subject to 50 % advance payment at the time of booking. Full payment 16 days prior to Check In if not received. House,Dastgir Sahib|Dal Lake Area,34.0988217,74.84297829,"Bendemeer Group of House boat, Ghat No 7, Boulevard Road, Srinagar, Jammu and Kashmir",Dal Lake Area,Srinagar,Jammu and Kashmir,10793,23
28,Balaji Resorts,Resort,0,0,0,0,6,delux room,,"Room Service |Basic Bathroom Amenities|Ceiling Fan|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)|Makeup / Shaving Mirror|TV|Mirror|Luggage Rack|Attached Bathroom|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Daily Room Cleaning|Dustbins|Rooms with Attached Bathrooms|Sufficient Lighting",Doctor on Call|Parking Facilities Available|Front Desk,,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Others,18.2962689,73.637432,"Gat no 1000, At post Dapode Khariv Bandhara, Taluka Velhe",Others,Pune,Maharashtra,3045,4
29,Asha Sukha Nivas Laudge,Lodge,0,0,0,0,9,Aircooled,,Room Service |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Radio|Telephone|Toiletries,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Room Service|Fire Safety,Room Service|Internet Access,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Sawatsada Waterfall|Parshuram|Walavalkar Shivaji Museum,17.5323106,73.5177928,Near Central St Stand,Parshuram,Chiplun,Maharashtra,10317,26
30,AR Suites Fontana Bay,Service Apartment,4,97,41,4.6,19,1 Bedroom,,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Kitchenette|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Shower Facility Available|Newspapers|Reading Lamps| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Window Opens|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Coffee Table|TV|Mirror|Attached Bathroom,Airport Transfer Available / Surcharge|Business Center |Concierge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup|Gardens|Smoking Area |Shopping Drop Facility (on fixed timings)|Internet Access Free|Newspapers In Lobby|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility,Room Service|Internet Access|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly -,Aga Khan Palace|Kalyani Nagar|Poona Club Golf Course|Pune Airport|Osho Ashram,18.5479334,73.90096309,"Road No. 2, Central Avenue,Kalyani Nagar",Kalyani Nagar,Pune,Maharashtra,5765,24
31,Atithi Cottages,Hotel,3,16,6,2.9,10,Luxury Room,,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom|Heating Facility (on request) |Iron / Ironing board available|Kitchenette|Mini bar - On Charge |Shower Facility Available|Breakfast Available (surcharge)|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|Sofa Cum Bed Available|Primium Bathrooms|Hill View from all Rooms|Coffee Table|Wardrobe|Private Garden|TV|Room Heater|Mirror|Luxurious Feather Mattresses|Gas Cylinder - Chargeable|Dressing Area|Attached Bathroom",Banquet Facilities|Business Center |Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Catering|Suitable For Children|Grocery|Conference Facility |Kitchen available (home cook food on request)|Massage Services |Discotheque | Bike on Rent|Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|City Shuttle Service|Campfire / Bon Fire|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Spa Services Nearby| Cook Services|Air / Rail Booking|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility,Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Ridge View Cottage  spells true Himachal Hospitality and traditional architecture. Offering a total of 14 lavish rooms for a peaceful holidays in Manali. Peaceful location far from the hustles of main city and outstanding customer service is our USP.,Village Simsa|Chandrakhani Pass|Manali 1st Super Market,32.226787,77.1854487,"Village Simsa, Kanyal Road",Village Simsa,Manali,Himachal Pradesh,4936,12
32,Aurick Hotel,Hotel,4,74,86,4,47,Premium Room,,"Room Service |Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Remote Controlled Lights and Fan|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Handheld Showers|Safe - In - Room |Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Snacks / Beverage|International Switch Plugs (on request)|Soundproof Windows|TV|Mirror|Mini Refrigerator|Utensils (on request)|Luggage Rack|Attached Bathroom",Airport Transfer Available / Surcharge|Bar / Lounge |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,Room Service|Internet Access|Gym/Spa|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Lal Bagh Botanical Garden|THE BULL TEMPLE|Apollo Hospitals|Spices Board Regional Office|Sagar Hospitals|Bangalore Water Supply &amp; Sewerage Board|ICFAI University|Rajiv Gandhi University of Health Sciences|Rajiv Gandhi Institute of Chest Diseases|Jayanagar Bus Stop|Sri Jayadeva Institute of Cardiovascular Sciences and Research|HSBC Bus Stop|Jp Nagar|Sree Tirumalagiri Lakshmi Venkateshwara Devasthanam|Fortis Hospital|Sanjay Gandhi Accident Hospital and Research Institute|Gangamma temple|Royal Meenakshi Mall|Jayanagar Metro Station|Indira Gandhi Institute Of Child Health Hospital|Bangalore Water Supply & Sewerage Board,12.9058293,77.5783209,"# 598, 15th Cross, 35th Main,6th Phase, JP Nagar",Jp Nagar,Bangalore,Karnataka,7335,12
33,Anugraha Deluxe Hotel,Hotel,1,0,0,0,20,Non AC Room,,Room Service |Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Ensuite / Private Bathroom|Heating Facility (on request) |Tea Coffee Kettle / Maker|Full Kitchen|Kitchenette| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries,Doctor on Call|Lobby|Non Smoking Rooms|Front Desk|24 Hour Front Desk|Power Backup,,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Near Bus Stand,16.1846503,75.7009452,"Near Bus Stand, Station Road, Bagalkot, Karnataka PIN 587101",Near Bus Stand,Bagalkot,Karnataka,4391,21
34,Best Western Plus Ekobarn,Hotel,4,83,72,4.3,5,Premium Double Room with Breakfast,25 X 11 Sq.ft.,"Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Shower Facility Available|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Separate Bathtubs And Shower|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Split A.C's|International Switch Plugs (on request)|Soft Bar|TV|Mirror|Mini Refrigerator|Luggage Rack|Attached Bathroom","Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Electronic / Magnetic Keys|Fire Place Available |Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Party hall|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility",Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly For any queries at the unit, the single point contact from Best Western Plus Ekobarn will be the General Manager of the Hotel.  All guests will show the Government issued ID card and submit visiting card at the time of checking in. Mandatory Christmas evening supplement cost - 25.12.2015- Rs.1800/- Per room to be paid directly at the time of Check in. Mandatory New Year evening supplement cost - 31.12.2015-Rs.1800/- Per room to be paid directly at the time of Check in.",Kalpetta,11.6045217,76.0834992,"Near New Bus Terminal, Main Road,Kalpetta, Wayanad",Kalpetta,Wayanad,Kerala,11063,9
